LGA_2016,Local Government Areas - 2016,SEIFAINDEXTYPE,Index Type,SEIFA_MEASURE,Measure,TIME,Time,Value,Flag Codes,Flags
15950,North Sydney (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,2016,2016,1175,,
15950,North Sydney (A),IER,Index of Economic Resources,URP,Usual resident population,2016,2016,67658,,
16260,Parramatta (C),IER,Index of Economic Resources,SCORE,Score,2016,2016,993,,
16260,Parramatta (C),IER,Index of Economic Resources,RWAR,Rank within Australia,2016,2016,320,,
16260,Parramatta (C),IER,Index of Economic Resources,RWAD,Rank within Australia - Decile,2016,2016,6,,
16260,Parramatta (C),IER,Index of Economic Resources,RWAP,Rank within Australia - Percentile,2016,2016,59,,
16260,Parramatta (C),IER,Index of Economic Resources,RWSR,Rank within State or Territory,2016,2016,78,,
16260,Parramatta (C),IER,Index of Economic Resources,RWSD,Rank within State or Territory - Decile,2016,2016,6,,
16260,Parramatta (C),IER,Index of Economic Resources,RWSP,Rank within State or Territory - Percentile,2016,2016,60,,
16260,Parramatta (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,2016,2016,621,,
16260,Parramatta (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,2016,2016,1186,,
16260,Parramatta (C),IER,Index of Economic Resources,URP,Usual resident population,2016,2016,226149,,
16350,Penrith (C),IER,Index of Economic Resources,SCORE,Score,2016,2016,1022,,
16350,Penrith (C),IER,Index of Economic Resources,RWAR,Rank within Australia,2016,2016,444,,
16350,Penrith (C),IER,Index of Economic Resources,RWAD,Rank within Australia - Decile,2016,2016,9,,
16350,Penrith (C),IER,Index of Economic Resources,RWAP,Rank within Australia - Percentile,2016,2016,82,,
16350,Penrith (C),IER,Index of Economic Resources,RWSR,Rank within State or Territory,2016,2016,107,,
16350,Penrith (C),IER,Index of Economic Resources,RWSD,Rank within State or Territory - Decile,2016,2016,9,,
16350,Penrith (C),IER,Index of Economic Resources,RWSP,Rank within State or Territory - Percentile,2016,2016,82,,
16350,Penrith (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,2016,2016,589,,
16350,Penrith (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,2016,2016,1223,,
16350,Penrith (C),IER,Index of Economic Resources,URP,Usual resident population,2016,2016,196066,,
16400,Port Stephens (A),IER,Index of Economic Resources,SCORE,Score,2016,2016,1001,,
16400,Port Stephens (A),IER,Index of Economic Resources,RWAR,Rank within Australia,2016,2016,364,,
16400,Port Stephens (A),IER,Index of Economic Resources,RWAD,Rank within Australia - Decile,2016,2016,7,,
16400,Port Stephens (A),IER,Index of Economic Resources,RWAP,Rank within Australia - Percentile,2016,2016,67,,
16400,Port Stephens (A),IER,Index of Economic Resources,RWSR,Rank within State or Territory,2016,2016,88,,
16400,Port Stephens (A),IER,Index of Economic Resources,RWSD,Rank within State or Territory - Decile,2016,2016,7,,
16400,Port Stephens (A),IER,Index of Economic Resources,RWSP,Rank within State or Territory - Percentile,2016,2016,68,,
16400,Port Stephens (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,2016,2016,620,,
16400,Port Stephens (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,2016,2016,1180,,
16400,Port Stephens (A),IER,Index of Economic Resources,URP,Usual resident population,2016,2016,69556,,
16550,Randwick (C),IER,Index of Economic Resources,SCORE,Score,2016,2016,984,,
16550,Randwick (C),IER,Index of Economic Resources,RWAR,Rank within Australia,2016,2016,274,,
16550,Randwick (C),IER,Index of Economic Resources,RWAD,Rank within Australia - Decile,2016,2016,6,,
16550,Randwick (C),IER,Index of Economic Resources,RWAP,Rank within Australia - Percentile,2016,2016,51,,
16550,Randwick (C),IER,Index of Economic Resources,RWSR,Rank within State or Territory,2016,2016,69,,
16550,Randwick (C),IER,Index of Economic Resources,RWSD,Rank within State or Territory - Decile,2016,2016,6,,
16550,Randwick (C),IER,Index of Economic Resources,RWSP,Rank within State or Territory - Percentile,2016,2016,53,,
16550,Randwick (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,2016,2016,518,,
16550,Randwick (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,2016,2016,1203,,
16550,Randwick (C),IER,Index of Economic Resources,URP,Usual resident population,2016,2016,140660,,
16700,Ryde (C),IER,Index of Economic Resources,SCORE,Score,2016,2016,1011,,
16700,Ryde (C),IER,Index of Economic Resources,RWAR,Rank within Australia,2016,2016,410,,
16700,Ryde (C),IER,Index of Economic Resources,RWAD,Rank within Australia - Decile,2016,2016,8,,
16700,Ryde (C),IER,Index of Economic Resources,RWAP,Rank within Australia - Percentile,2016,2016,76,,
16700,Ryde (C),IER,Index of Economic Resources,RWSR,Rank within State or Territory,2016,2016,100,,
16700,Ryde (C),IER,Index of Economic Resources,RWSD,Rank within State or Territory - Decile,2016,2016,8,,
16700,Ryde (C),IER,Index of Economic Resources,RWSP,Rank within State or Territory - Percentile,2016,2016,77,,
16700,Ryde (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,2016,2016,662,,
16700,Ryde (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,2016,2016,1169,,
16700,Ryde (C),IER,Index of Economic Resources,URP,Usual resident population,2016,2016,116302,,
16900,Shellharbour (C),IER,Index of Economic Resources,SCORE,Score,2016,2016,1004,,
16900,Shellharbour (C),IER,Index of Economic Resources,RWAR,Rank within Australia,2016,2016,372,,
16900,Shellharbour (C),IER,Index of Economic Resources,RWAD,Rank within Australia - Decile,2016,2016,7,,
16900,Shellharbour (C),IER,Index of Economic Resources,RWAP,Rank within Australia - Percentile,2016,2016,69,,
16900,Shellharbour (C),IER,Index of Economic Resources,RWSR,Rank within State or Territory,2016,2016,92,,
16900,Shellharbour (C),IER,Index of Economic Resources,RWSD,Rank within State or Territory - Decile,2016,2016,8,,
16900,Shellharbour (C),IER,Index of Economic Resources,RWSP,Rank within State or Territory - Percentile,2016,2016,71,,
16900,Shellharbour (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,2016,2016,743,,
16900,Shellharbour (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,2016,2016,1159,,
16900,Shellharbour (C),IER,Index of Economic Resources,URP,Usual resident population,2016,2016,68460,,
17100,Strathfield (A),IER,Index of Economic Resources,SCORE,Score,2016,2016,976,,
17100,Strathfield (A),IER,Index of Economic Resources,RWAR,Rank within Australia,2016,2016,240,,
17100,Strathfield (A),IER,Index of Economic Resources,RWAD,Rank within Australia - Decile,2016,2016,5,,
17100,Strathfield (A),IER,Index of Economic Resources,RWAP,Rank within Australia - Percentile,2016,2016,44,,
17100,Strathfield (A),IER,Index of Economic Resources,RWSR,Rank within State or Territory,2016,2016,56,,
17100,Strathfield (A),IER,Index of Economic Resources,RWSD,Rank within State or Territory - Decile,2016,2016,5,,
17100,Strathfield (A),IER,Index of Economic Resources,RWSP,Rank within State or Territory - Percentile,2016,2016,43,,
17100,Strathfield (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,2016,2016,778,,
17100,Strathfield (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,2016,2016,1185,,
17100,Strathfield (A),IER,Index of Economic Resources,URP,Usual resident population,2016,2016,40312,,
17150,Sutherland Shire (A),IER,Index of Economic Resources,SCORE,Score,2016,2016,1084,,
17150,Sutherland Shire (A),IER,Index of Economic Resources,RWAR,Rank within Australia,2016,2016,527,,
17150,Sutherland Shire (A),IER,Index of Economic Resources,RWAD,Rank within Australia - Decile,2016,2016,10,,
17150,Sutherland Shire (A),IER,Index of Economic Resources,RWAP,Rank within Australia - Percentile,2016,2016,97,,
17150,Sutherland Shire (A),IER,Index of Economic Resources,RWSR,Rank within State or Territory,2016,2016,122,,
17150,Sutherland Shire (A),IER,Index of Economic Resources,RWSD,Rank within State or Territory - Decile,2016,2016,10,,
17150,Sutherland Shire (A),IER,Index of Economic Resources,RWSP,Rank within State or Territory - Percentile,2016,2016,94,,
17150,Sutherland Shire (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,2016,2016,802,,
17150,Sutherland Shire (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,2016,2016,1281,,
17150,Sutherland Shire (A),IER,Index of Economic Resources,URP,Usual resident population,2016,2016,218464,,
17200,Sydney (C),IER,Index of Economic Resources,SCORE,Score,2016,2016,883,,
17200,Sydney (C),IER,Index of Economic Resources,RWAR,Rank within Australia,2016,2016,51,,
17200,Sydney (C),IER,Index of Economic Resources,RWAD,Rank within Australia - Decile,2016,2016,1,,
17200,Sydney (C),IER,Index of Economic Resources,RWAP,Rank within Australia - Percentile,2016,2016,10,,
17200,Sydney (C),IER,Index of Economic Resources,RWSR,Rank within State or Territory,2016,2016,4,,
17200,Sydney (C),IER,Index of Economic Resources,RWSD,Rank within State or Territory - Decile,2016,2016,1,,
17200,Sydney (C),IER,Index of Economic Resources,RWSP,Rank within State or Territory - Percentile,2016,2016,4,,
17200,Sydney (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,2016,2016,498,,
17200,Sydney (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,2016,2016,1202,,
17200,Sydney (C),IER,Index of Economic Resources,URP,Usual resident population,2016,2016,208374,,
18050,Waverley (A),IER,Index of Economic Resources,SCORE,Score,2016,2016,1014,,
18050,Waverley (A),IER,Index of Economic Resources,RWAR,Rank within Australia,2016,2016,418,,
18050,Waverley (A),IER,Index of Economic Resources,RWAD,Rank within Australia - Decile,2016,2016,8,,
18050,Waverley (A),IER,Index of Economic Resources,RWAP,Rank within Australia - Percentile,2016,2016,77,,
18050,Waverley (A),IER,Index of Economic Resources,RWSR,Rank within State or Territory,2016,2016,103,,
18050,Waverley (A),IER,Index of Economic Resources,RWSD,Rank within State or Territory - Decile,2016,2016,8,,
18050,Waverley (A),IER,Index of Economic Resources,RWSP,Rank within State or Territory - Percentile,2016,2016,79,,
18050,Waverley (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,2016,2016,855,,
18050,Waverley (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,2016,2016,1190,,
18050,Waverley (A),IER,Index of Economic Resources,URP,Usual resident population,2016,2016,66812,,
18250,Willoughby (C),IER,Index of Economic Resources,SCORE,Score,2016,2016,1039,,
18250,Willoughby (C),IER,Index of Economic Resources,RWAR,Rank within Australia,2016,2016,483,,
18250,Willoughby (C),IER,Index of Economic Resources,RWAD,Rank within Australia - Decile,2016,2016,9,,
18250,Willoughby (C),IER,Index of Economic Resources,RWAP,Rank within Australia - Percentile,2016,2016,89,,
18250,Willoughby (C),IER,Index of Economic Resources,RWSR,Rank within State or Territory,2016,2016,112,,
18250,Willoughby (C),IER,Index of Economic Resources,RWSD,Rank within State or Territory - Decile,2016,2016,9,,
18250,Willoughby (C),IER,Index of Economic Resources,RWSP,Rank within State or Territory - Percentile,2016,2016,86,,
18250,Willoughby (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,2016,2016,578,,
18250,Willoughby (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,2016,2016,1210,,
18250,Willoughby (C),IER,Index of Economic Resources,URP,Usual resident population,2016,2016,74302,,
18400,Wollondilly (A),IER,Index of Economic Resources,SCORE,Score,2016,2016,1096,,
18400,Wollondilly (A),IER,Index of Economic Resources,RWAR,Rank within Australia,2016,2016,535,,
18400,Wollondilly (A),IER,Index of Economic Resources,RWAD,Rank within Australia - Decile,2016,2016,10,,
18400,Wollondilly (A),IER,Index of Economic Resources,RWAP,Rank within Australia - Percentile,2016,2016,98,,
18400,Wollondilly (A),IER,Index of Economic Resources,RWSR,Rank within State or Territory,2016,2016,127,,
18400,Wollondilly (A),IER,Index of Economic Resources,RWSD,Rank within State or Territory - Decile,2016,2016,10,,
18400,Wollondilly (A),IER,Index of Economic Resources,RWSP,Rank within State or Territory - Percentile,2016,2016,97,,
18400,Wollondilly (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,2016,2016,888,,
18400,Wollondilly (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,2016,2016,1229,,
18400,Wollondilly (A),IER,Index of Economic Resources,URP,Usual resident population,2016,2016,48519,,
18450,Wollongong (C),IER,Index of Economic Resources,SCORE,Score,2016,2016,984,,
18450,Wollongong (C),IER,Index of Economic Resources,RWAR,Rank within Australia,2016,2016,276,,
18450,Wollongong (C),IER,Index of Economic Resources,RWAD,Rank within Australia - Decile,2016,2016,6,,
18450,Wollongong (C),IER,Index of Economic Resources,RWAP,Rank within Australia - Percentile,2016,2016,51,,
18450,Wollongong (C),IER,Index of Economic Resources,RWSR,Rank within State or Territory,2016,2016,70,,
18450,Wollongong (C),IER,Index of Economic Resources,RWSD,Rank within State or Territory - Decile,2016,2016,6,,
18450,Wollongong (C),IER,Index of Economic Resources,RWSP,Rank within State or Territory - Percentile,2016,2016,54,,
18450,Wollongong (C),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,2016,2016,532,,
18450,Wollongong (C),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,2016,2016,1248,,
18450,Wollongong (C),IER,Index of Economic Resources,URP,Usual resident population,2016,2016,203630,,
18500,Woollahra (A),IER,Index of Economic Resources,SCORE,Score,2016,2016,1056,,
18500,Woollahra (A),IER,Index of Economic Resources,RWAR,Rank within Australia,2016,2016,506,,
18500,Woollahra (A),IER,Index of Economic Resources,RWAD,Rank within Australia - Decile,2016,2016,10,,
18500,Woollahra (A),IER,Index of Economic Resources,RWAP,Rank within Australia - Percentile,2016,2016,93,,
18500,Woollahra (A),IER,Index of Economic Resources,RWSR,Rank within State or Territory,2016,2016,116,,
18500,Woollahra (A),IER,Index of Economic Resources,RWSD,Rank within State or Territory - Decile,2016,2016,9,,
18500,Woollahra (A),IER,Index of Economic Resources,RWSP,Rank within State or Territory - Percentile,2016,2016,89,,
18500,Woollahra (A),IER,Index of Economic Resources,MINS,Minimum score for SA1s in area,2016,2016,874,,
18500,Woollahra (A),IER,Index of Economic Resources,MAXS,Maximum score for SA1s in area,2016,2016,1218,,
18500,Woollahra (A),IER,Index of Economic Resources,URP,Usual resident population,2016,2016,54240,,
10750,Blacktown (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,2016,2016,993,,
10750,Blacktown (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAR,Rank within Australia,2016,2016,400,,
10750,Blacktown (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,8,,
10750,Blacktown (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,74,,
10750,Blacktown (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSR,Rank within State or Territory,2016,2016,95,,
10750,Blacktown (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,8,,
10750,Blacktown (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,73,,
10750,Blacktown (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,611,,
10750,Blacktown (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1194,,
10750,Blacktown (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2016,2016,336962,,
10900,Blue Mountains (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,2016,2016,1042,,
10900,Blue Mountains (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAR,Rank within Australia,2016,2016,475,,
10900,Blue Mountains (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,9,,
10900,Blue Mountains (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,88,,
10900,Blue Mountains (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSR,Rank within State or Territory,2016,2016,105,,
10900,Blue Mountains (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,9,,
10900,Blue Mountains (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,81,,
10900,Blue Mountains (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,834,,
10900,Blue Mountains (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1152,,
10900,Blue Mountains (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2016,2016,76904,,
11300,Burwood (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,2016,2016,1043,,
11300,Burwood (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAR,Rank within Australia,2016,2016,476,,
11300,Burwood (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,9,,
11300,Burwood (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,88,,
11300,Burwood (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSR,Rank within State or Territory,2016,2016,106,,
11300,Burwood (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,9,,
11300,Burwood (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,81,,
11300,Burwood (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,947,,
11300,Burwood (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1114,,
11300,Burwood (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2016,2016,36809,,
11450,Camden (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,2016,2016,1056,,
11450,Camden (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAR,Rank within Australia,2016,2016,488,,
11450,Camden (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,9,,
11450,Camden (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,90,,
11450,Camden (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSR,Rank within State or Territory,2016,2016,109,,
11450,Camden (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,9,,
11450,Camden (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,84,,
11450,Camden (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,811,,
11450,Camden (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1165,,
11450,Camden (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2016,2016,78218,,
11500,Campbelltown (C) ,IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,2016,2016,948,,
11500,Campbelltown (C) ,IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAR,Rank within Australia,2016,2016,232,,
11500,Campbelltown (C) ,IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,5,,
11500,Campbelltown (C) ,IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,43,,
11500,Campbelltown (C) ,IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSR,Rank within State or Territory,2016,2016,55,,
11500,Campbelltown (C) ,IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,5,,
11500,Campbelltown (C) ,IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,42,,
11500,Campbelltown (C) ,IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,539,,
11500,Campbelltown (C) ,IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1146,,
11500,Campbelltown (C) ,IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2016,2016,157006,,
11520,Canada Bay (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,2016,2016,1107,,
11520,Canada Bay (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAR,Rank within Australia,2016,2016,522,,
11520,Canada Bay (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,10,,
11520,Canada Bay (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,96,,
11520,Canada Bay (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSR,Rank within State or Territory,2016,2016,119,,
11520,Canada Bay (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,10,,
11520,Canada Bay (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,91,,
11520,Canada Bay (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,877,,
11520,Canada Bay (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1199,,
11520,Canada Bay (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2016,2016,88015,,
11720,Cessnock (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,2016,2016,904,,
11720,Cessnock (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAR,Rank within Australia,2016,2016,81,,
11720,Cessnock (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,2,,
11720,Cessnock (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,15,,
11720,Cessnock (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSR,Rank within State or Territory,2016,2016,12,,
11720,Cessnock (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,1,,
11720,Cessnock (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,10,,
11720,Cessnock (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,566,,
11720,Cessnock (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1139,,
11720,Cessnock (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2016,2016,55560,,
12850,Fairfield (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,2016,2016,896,,
12850,Fairfield (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAR,Rank within Australia,2016,2016,65,,
12850,Fairfield (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,2,,
12850,Fairfield (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,12,,
12850,Fairfield (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSR,Rank within State or Territory,2016,2016,8,,
12850,Fairfield (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,1,,
12850,Fairfield (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,7,,
12850,Fairfield (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,672,,
12850,Fairfield (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1116,,
12850,Fairfield (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2016,2016,198817,,
13800,Hawkesbury (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,2016,2016,1014,,
13800,Hawkesbury (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAR,Rank within Australia,2016,2016,439,,
13800,Hawkesbury (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,9,,
13800,Hawkesbury (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,81,,
13800,Hawkesbury (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSR,Rank within State or Territory,2016,2016,99,,
13800,Hawkesbury (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,8,,
13800,Hawkesbury (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,76,,
13800,Hawkesbury (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,808,,
13800,Hawkesbury (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1141,,
13800,Hawkesbury (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2016,2016,64592,,
14000,Hornsby (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,2016,2016,1115,,
14000,Hornsby (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAR,Rank within Australia,2016,2016,525,,
14000,Hornsby (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,10,,
14000,Hornsby (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,97,,
14000,Hornsby (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSR,Rank within State or Territory,2016,2016,120,,
14000,Hornsby (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,10,,
14000,Hornsby (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,92,,
14000,Hornsby (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,912,,
14000,Hornsby (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1208,,
14000,Hornsby (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2016,2016,142667,,
14100,Hunters Hill (A),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,2016,2016,1143,,
